ShopName,Date,Prefecture,Phone,genres
and garden museum cafe,2018-03-24,神奈川県,0465-63-8686,None
ベイサイドダッキーダックキッチン コレットマーレみなとみらい店,2018-03-22,神奈川県,045-211-6767,None
chawan ミーツ国分寺店,2018-03-21,東京都,042-300-0218,None
オサキカフェ,2018-03-21,兵庫県,0791-46-8103,None
AIN SOPH. Journey KYOTO アインソフジャーニー京都店,2018-03-21,京都府,075-251-1876,None
CAFE BOSCO シーモール下関店,2018-03-20,山口県,083-242-2133,None
蓬莱橋897.4（やくなし）茶屋,2018-03-19,静岡県,0547-32-9700,None
Café Barbapapa（カフェ バーバパパ）ラゾーナ川崎プラザ店,2018-03-19,神奈川県,044-874-8590,None
BUSHWICK BAKERY & GRILL（ブッシュウィック ベーカリー＆グリル）,2018-03-19,神奈川県,045-900-1440,None
食堂カフェ potto ×タニタカフェ イオンモール堺北花田店,2018-03-19,大阪府,072-245-9123,None
Cafe＆Meal MUJIイオンモール堺北花田,2018-03-19,大阪府,072-252-2575,None
Urth Caffé（アースカフェ）横浜ベイクォーター店,2018-03-17,神奈川県,045,None
ラ・オハナ 権太坂店,2018-03-17,神奈川県,045-710-1069,None
gura yamagata（グラ）,2018-03-16,山形県,,None
JUMP 90’s CAFＥ（ジャンプ ナインティーズ カフェ）,2018-03-16,東京都,,None
ベーカリーレストラン サンマルク アトレ浦和店,2018-03-16,埼玉県,048-813-4309,None
飛騨高山茶寮 三葉,2018-03-16,岐阜県,0577-57-7177,None
H.Q CAFE 成城店 （ヘッドクォーターズ カフェ）,2018-03-16,東京都,03-5429-1281,None
King Farm Cafe,2018-03-16,愛知県,0563-65-2922,None
保護猫カフェねこかつ大宮日進店,2018-03-15,埼玉県,080-4329-4522,None
キハチ カフェ アトレ浦和,2018-03-15,埼玉県,048-764-8808,None
eggg Cafe国分寺店,2018-03-15,東京都,042-312-4012,None
Moffアニマルカフェ OPA水戸店,2018-03-14,茨城県,029-291-8811,None
カフェ クベール（CAFÉ COUVERT）,2018-03-14,東京都,03-3504-1111,None
ネスカフェ×りらくる 睡眠カフェ,2018-03-14,東京都,,None
TOYS CAFE イオンモール宮崎店,2018-03-13,宮崎県,,None
ポケモンセンタートウキョーDX ＆ ポケモンカフェ,2018-03-13,東京都,03-6262-3439,None
エベレスト住吉店,2018-03-12,長野県,0268-21-0884,None
Dining Cafe 里山キッチン,2018-03-12,兵庫県,072-758-2228,None
Café Barbapapa（カフェ バーバパパ）ラゾーナ川崎プラザ店,2018-03-10,神奈川県,044-874-8590,None
bon pesce powered by bondolfi boncaffē,2018-03-10,東京都,03-6262-8484,None
さんさんカフェ,2018-03-08,山口県,083-287-2777,None
ダッキーダックEggEggキッチン 新百合ヶ丘エルミロード店,2018-03-08,神奈川県,044-965-3199,None
TOAST LUCK 原宿店,2018-03-05,東京都,,None
きょうと かふぇ,2018-03-05,京都府,075-531-6668,None
goodspoon（グッドスプーン）MARINE & WALK YOKOHAMA店,2018-03-03,神奈川県,045-319-6659,None
淡路島テラス,2018-03-03,東京都,03-6734-0200,None
Restaurant & Bar Blue Turtle（ブルータートル）,2018-03-03,沖縄県,0980-74-5333,None
さち福やCAFE グランエミオ所沢店,2018-03-01,埼玉県,04-2968-8523,None
CAFFE＆BAR PRONTO（プロント）グランエミオ所沢店,2018-03-01,埼玉県,04-2968-3162,None
SL ROMAN CAFE,2018-03-01,京都府,06-4397-0039,None
食堂カフェ Maho-ROBA,2018-03-01,岩手県,019-613-6252,None
あんず屋,2018-03-01,埼玉県,080-4158-7247,None
グリルクラブ レストラン ANG,2018-03-01,愛知県,080-1579-8439,None
plant&cafe はなみずき,2018-03-01,兵庫県,090-3714-0752,None
カフェ&バー ノースタイラー 愛宕グリーンヒルズ店,2018-03-01,東京都,03-5402-4770,None
chano-ma 池袋 （チャノマ）,2018-02-28,東京都,03-5928-3327,None
～おひさまCafe～,2018-02-26,静岡県,053-589-5566,None
TEASIGN Tapioca & Tea Bar（ティーサイン タピオカ & ティー バー）,2018-02-25,北海道,011-555-8120,None
GLOCAL CAFE IKEBUKURO（グローカルカフェ サンシャインシティ アルパ店）,2018-02-24,東京都,03-6912-8550,None
アロハテーブル ルミネ大宮,2018-02-24,埼玉県,048-658-0575,None
JELLY JELLY CAFE 立川店,2018-02-22,東京都,042-519-3227,None
HOTEL KITANO CLUB (ホテル キタノクラブ),2018-02-21,兵庫県,,None
CheeseTable（チーズテーブル）池袋店,2018-02-17,東京都,03-6912-8681,None
隠れ家Cafe ことのはじまり,2018-02-17,大阪府,090-9862-0510,None
EAT LIVES CAFE BY TWOTONE,2018-02-16,京都府,080-4703-5062,None
COFFEE ＆ NY DELI CAFE NOLITA,2018-02-16,神奈川県,044-221-5353,None
PRONTO（プロント）アトレ川崎店,2018-02-16,神奈川県,044-233-9610,None
COFFEE MILK （ コーヒーミルク）,2018-02-16,神奈川県,044-246-0200,None
さと舎 satoya,2018-02-15,北海道,0166-74-7099,None
H.M.T. CAFE DINING（エイチ エム ティー カフェ ダイニング）,2018-02-15,大阪府,06-4300-3514,None
no name,2018-02-13,東京都,03-6261-3075,None
B restaurant ＆ wine bar,2018-02-13,東京都,03-6421-2632,None
SAKAI FOODHALL（サカイ・フードホール）,2018-02-12,東京都,0422-38-6931,None
カフェ&マーケットくまと文鳥,2018-02-11,宮城県,022-341-0849,None
にくきゅうカフェ,2018-02-10,東京都,042-497-6246,None
Amelie Cafe 名古屋PARCO店,2018-02-10,愛知県,052-265-7255,None
はなまるダイニングセレクト シャポー船橋店,2018-02-09,千葉県,047-409-8707,None
APRON The DINER （エプロン ザ ダイナー）,2018-02-09,東京都,070-1542-0694,None
PABLO,2018-02-09,大分県,097-507-6925,None
和 カフェ＆ダイニング 彦兵衛,2018-02-08,大分県,0977-21-3336,None
ANA FESTA 福岡6番ゲート カフェ＆バル糸島　,2018-02-07,福岡県,,None
cafe dining はらぺこあおむし,2018-02-07,兵庫県,080-3116-7360,None
CAFÉ&DELI PLATINUM VEGE シャポー船橋店,2018-02-06,千葉県,047-411-4444,None
cafe Cococi,2018-02-06,香川県,0877-63-7157,None
パーシモンガーデン 尾張旭店,2018-02-04,愛知県,0561-55-3520,None
町家カフェつむぎや,2018-02-02,長崎県,090-2325-9334,None
CheeseTable（チーズテーブル）新宿店,2018-02-02,東京都,03-3226-8730,None
肉＆チーズ アーク 新宿東口駅前店,2018-02-02,東京都,050-5594-4442,None
ブルガリアンダイニング トロヤン,2018-02-01,東京都,03-6264-4844,None
ユニテカフェ,2018-02-01,山形県,023-665-1101,None
cafe217 （カフェニーナ）,2018-02-01,福島県,,None
SHISEIDO THE TABLES（シセイドウ ザ テーブルズ）,2018-01-31,東京都,03-3571-1420,None
レストラン マザーズ・カントリー,2018-01-31,北海道,0164-23-2121,None
CheeseTable（チーズテーブル） 渋谷店,2018-01-31,東京都,03-6809-0525,None
お好み焼き＆カフェ リリーベル,2018-01-31,広島県,082-230-8135,None
自然食とおやつ工房 Kohanこはん,2018-01-31,兵庫県,080-6140-0580,None
いちごやねこ部 ねこカフェ,2018-01-28,大阪府,072-391-6182,None
The Manhattan FISH MARKET 渋谷店,2018-01-26,東京都,03-6427-7057,None
KAIJU MUSUME 6,2018-01-25,東京都,03-3479-9370,None
Cafe INDIGO（カフェ インディゴ ）,2018-01-25,香川県,0120-456-700,None
MOAcafe 金沢店,2018-01-24,石川県,076-207-1111,None
Chiko’s Cafe,2018-01-22,岩手県,050-3395-0935,None
ナミキ（NAMIKI）667,2018-01-21,東京都,03,None
スイスレストラン セントバーナード,2018-01-21,東京都,03-5315-5377,None
PUBLIC KITCHEN cafe 丹波店,2018-01-20,兵庫県,080-9865-4907,None
みんなのカフェ銀座,2018-01-20,北海道,090-5221-3297,None
農園レストラン サバーヴィアン,2018-01-19,愛知県,052-848-8991,None
plus secret （プラススクレート）,2018-01-19,東京都,03-5829-8882,None
カフェジャック,2018-01-18,京都府,090-7353-9767,None
はらぺこあおむしカフェ,2018-01-17,東京都,03-3567-3366,None
コリラックマカフェin越谷レイクタウン,2018-01-17,埼玉県,048-940-2305,None
蔵味珈琲 イオンモール直方店,2018-01-16,福岡県,0949-28-7276,None
珊瑚アヴェニュー,2018-01-15,沖縄県,0980-56-1350,None
Cafe LiLi’s BAN（カフェリリーズバン）,2018-01-14,神奈川県,045-530-4966,None
Vishuria,2018-01-14,福島県,080-3192-4813,None
SANTA MONICA 3rd st. MEAT DELI （サンタモニカ サードストリート ミート デリ）,2018-01-13,福岡県,092-717-8275,None
cafe rio mimi,2018-01-12,東京都,03-6875-2946,None
和ごはんとカフェ chawan シャポー船橋店,2018-01-11,千葉県,047-411-3031,None
Hill Rd. Café （ヒルロードカフェ）,2018-01-11,長野県,0267-88-8377,None
El Califas,2018-01-11,北海道,0166-73-7746,None
パフェ、珈琲、酒、佐々木,2018-01-11,北海道,011-212-1375,None
HACHI CAFE,2018-01-10,群馬県,0276-67-6031,None
cafe STAIRS（カフェステアーズ）,2018-01-10,愛知県,052-797-5569,None
お家カフェ来音 （キテネ）,2018-01-05,兵庫県,078-735-2668,None
RISTORANTE con fuoco（リストランテ コン・フォーコ）,2018-01-04,大阪府,06-6373-8830,None
菜園’s Cafe（サイエンス カフェ）,2018-01-04,香川県,087-899-2155,None
シエル・アジュール,2017-12-30,大分県,097-533-6109,None
CAFE BOHEMIA 心斎橋,2017-12-28,大阪府,06-4708-8187,None
カフェ&キッチン メルシー39/アトリエ・デ・ソレイユ尚生,2017-12-27,秋田県,,None
FARM to BURGER （ファームトゥーバーガー）,2017-12-23,神奈川県,044-822-3011,None
The Pie Hole Los Angeles 原宿竹下通り店,2017-12-20,東京都,03-6804-2010,None
nomad cafe&spice,2017-12-20,京都府,075-777-7318,None
WADASHOKUDOU-和田食堂-,2017-12-19,神奈川県,,None
吹上の森 六甲,2017-12-18,兵庫県,078-779-1933,None
PARK 6 powered by bondolfi boncaffē,2017-12-17,東京都,03-6434-0546,None
Bookcafe irodori,2017-12-17,北海道,0138-84-1638,None
フラノカフェ,2017-12-15,北海道,0167-56-7615,None
Cafe&Bar ルディック,2017-12-15,愛知県,052-715-5220,None
Cafe&Bar IROHA,2017-12-14,大阪府,090-8650-0168,None
ピーくんカフェ 北千住店,2017-12-13,東京都,03-5284-8200,None
Cafe Bar Lirio,2017-12-12,神奈川県,044-299-6451,None
LABOrestaurantdeliciousTIME ラボレストラン デリシャスタイム,2017-12-12,神奈川県,044-543-9462,None
和SPACE つばきの縁,2017-12-12,愛媛県,089-909-5671,None
肉バル×チーズフォンデュ Safari(サファリ),2017-12-08,大阪府,050-5834-5029,None
Cafe POCHER（カフェ ポシェ）,2017-12-07,京都府,075-634-9892,None
Embassy CAFE & DINING,2017-12-07,東京都,03-6452-2900,None
和ごはんとカフェ chawan 舞浜駅前店,2017-12-06,千葉県,047-304-8788,None
CAMPFIRE（キャンプファイヤー）,2017-12-06,大阪府,06-6131-4849,None
GavySetagaya,2017-12-04,東京都,03-3439-0611,None
グッドスプーン 淀屋橋odona店,2017-12-04,大阪府,06-6201-7005,None
ベーカリー&レストラン 沢村 名古屋,2017-12-03,愛知県,052-589-2477,None
atelier BIBURY （アトリエビブリ）,2017-12-03,三重県,0598-30-5400,None
Café ハッピーさかい 三島店,2017-12-02,静岡県,055-939-6021,None
OMUSUBI CAFE,2017-12-01,東京都,03-6321-0168,None
NAMIKI CAFE ～LA LIBERTE～ （ナミキ カフェ ラ リベルテ）,2017-12-01,岡山県,086-959-4869,None
赤坂茶房,2017-12-01,福岡県,092-406-3133,None
森のレストラン OTTO,2017-12-01,佐賀県,0952-64-2011,None
YELLOW TAIL,2017-11-30,三重県,,None
CHEESE KITCHEN RACLER新宿（チーズキッチン ラクレ）,2017-11-30,東京都,050-3184-4090,None
こぐま堂,2017-11-30,埼玉県,090-6945-1997,None
カフェ＆バル SPC DINER,2017-11-28,埼玉県,048-600-0099,None
CHEESE KITCHEN RACLER新宿店,2017-11-25,東京都,050-3184-4090,None
刀剣乱舞 2.5Dカフェ -大阪-,2017-11-25,大阪府,,None
ちくちくCAFE (Hedgehog home and cafe),2017-11-25,東京都,03-6450-6673,None
表参道RIVER CAFE,2017-11-25,東京都,03-6459-2477,None
cafe Amabile（カフェ アマービレ）,2017-11-25,山形県,,None
CUP&CUPS阪急塚口店/namcoキャラポップストア阪急塚口店,2017-11-24,兵庫県,06-4961-5780,None
THE TERRACE KITAMACHI ザ・テラス キタマチ,2017-11-24,愛知県,0565-85-0777,None
万治カフェ,2017-11-24,京都府,075-551-1111,None
Green Bakery SALAD&TOAST,2017-11-23,愛知県,052-838-8827,None
Lappetit,2017-11-23,愛知県,052-838-7015,None
Cafe&Bar KFCプライムツリー赤池店,2017-11-23,愛知県,052-800-5003,None
Amelie Café プライムツリー赤池店,2017-11-23,愛知県,052-838-5486,None
保護猫Cafe Meenya,2017-11-22,奈良県,090-9052-3232,None
Cafe心麦,2017-11-22,北海道,090-7658-1540,None
温かいパンと飲み物 デトゥール,2017-11-22,京都府,075-286-3316,None
サンマルクカフェ イオンモール甲府昭和店,2017-11-21,山梨県,055-225-3092,None
eiei cafe 名古屋店,2017-11-20,愛知県,080-3750-3644,None
表参道 リバーカフェ,2017-11-20,東京都,,None
キッチン 菜,2017-11-19,愛知県,0566-23-0258,None
ひつじのショーン Farm Cafe,2017-11-18,愛知県,052-800-3832,None
インク バイ キャンバス トウキョウ(ink. by CANVAS TOKYO),2017-11-17,東京都,03,None
VIVACE trend cafe (ビバーチェ トレンド カフェ),2017-11-16,東京都,03-6421-3601,None
cafe Clap （カフェ クラップ）,2017-11-15,愛知県,052-879-6888,None
編み物教室210Knitカフェ,2017-11-14,東京都,03-3614-7200,None
R Baker 海老名店,2017-11-13,神奈川県,046-200-7278,None
44 APARTMENT 海老名店,2017-11-13,神奈川県,046-240-8011,None
Cafe＆Bar BoB,2017-11-11,兵庫県,078-381-9611,None
OREGAYAREBA,2017-11-11,愛知県,0587-81-6639,None
CAFE BAR HONWAKA,2017-11-11,愛知県,0587-22-1375,None
予祝 cafe nico seed,2017-11-11,大分県,097-507-0765,None
Whims coffee and bar ウィムスコーヒーアンドバー,2017-11-10,東京都,03-6453-4878,None
築地本願寺カフェ Tsumugi店,2017-11-10,東京都,03-5565-5581,None
CASICA（カシカ）,2017-11-08,東京都,03-6457-0826,None
マザームーンカフェ 住吉店,2017-11-08,兵庫県,078-841-1993,None
and Kitchen,2017-11-07,静岡県,054-204-2772,None
Dr. Cafe 本店,2017-11-07,東京都,03-5808-7330,None
Cafe Dream,2017-11-07,兵庫県,078-997-6311,None
cafe & pub PUPA （プーパ）,2017-11-06,香川県,0875-89-1250,None
フルッタフルッタ アサイーカフェ 新宿マルイ本館店,2017-11-05,東京都,03-6380-6056,None
カフェ&レストラン ORANGE BALCONY,2017-11-03,滋賀県,077-584-2601,None
カラオケ喫茶stage24,2017-11-03,愛知県,0568-81-9009,None
Y’s cafe （ワイズカフェ）,2017-11-03,愛知県,0568-76-6664,None
カフェ明治屋,2017-11-03,岡山県,0869-24-8756,None
抹茶文庫,2017-11-03,愛知県,0587-51-2110,None
bills 大阪,2017-11-02,大阪府,06-6456-2500,None
せかいの音カフェ ふくろうの森,2017-11-02,神奈川県,0463-45-0763,None
和のみ,2017-11-02,北海道,0166-56-5011,None
Cafe 凡凡舎,2017-11-01,長野県,0263-87-0654,None
cafe Lily（カフェ リリー）,2017-11-01,福井県,0776-43-1380,None
cafe sucre,2017-11-01,熊本県,096-276-6990,None
表参道 リバーカフェ,2017-11-01,東京都,03-6459-2477,None
HOUSE MADE- Yokohama –,2017-10-31,神奈川県,045-534-8620,None
サンマルクカフェ イオンモール福岡店,2017-10-31,福岡県,092-931-7309,None
DEAN & DELUCA カフェパルコヤ上野,2017-10-30,東京都,,None
廚 otona くろぎ,2017-10-30,東京都,03-6284-2796,None
みなみの恵み,2017-10-29,東京都,042-589-0373,None
ORANGE BALCONY（オレンジバルコニー）,2017-10-28,滋賀県,077-584-2601,None
PRONTO 秋田オーパ店,2017-10-27,秋田県,018-836-2901,None
嵐山 りらっくま茶房,2017-10-27,京都府,,None
The Brics CAFE,2017-10-27,大阪府,070-5432-0267,None
カフェラミル・小田原ラスカ店,2017-10-27,神奈川県,0465-23-0414,None
アロハキッチン吉祥寺店,2017-10-26,東京都,0422-27-1543,None
ALEE BEACH 渋谷宇田川町店,2017-10-21,東京都,03-6712-7942,None
GLAMPiC グランピック,2017-10-20,山形県,080-6635-2426,None
＆TREE （アンドツリー）,2017-10-20,千葉県,0438-53-7155,None
爬虫 れぼ,2017-10-19,岡山県,086-454-6541,None
アフタヌーンティー・ラブアンドテーブル ルミネ横浜,2017-10-19,神奈川県,045-442-0620,None
Haleiwa.cafe,2017-10-19,兵庫県,078-791-0300,None
Cafe 4丁目の9階,2017-10-17,東京都,03-6263-2649,None
eiei cafe,2017-10-15,東京都,03-5808-7330,None
CAFE MOJAVE,2017-10-15,東京都,042-550-0766,None
SECRETO （セクレト）,2017-10-14,東京都,050-1048-1307,None
仙台GIGSカフェ,2017-10-13,宮城県,022-287-0777,None
ククイ テラス高崎オーパ店,2017-10-12,群馬県,027-386-6031,None
スタジオカフェ メイクオーバー 高崎オーパ店,2017-10-12,群馬県,027-388-9642,None
イタリアン・トマト CafeJr. plus 池袋東口店,2017-10-12,東京都,03-3980-1533,None
イタリアン・トマト CafeJr. plus 原宿店,2017-10-12,東京都,03-3402-8741,None
プラリネ・ロゼ 高崎オーパ店,2017-10-11,群馬県,027-386-6065,None
ペンギンベーカリーカフェ 美園店,2017-10-07,北海道,011-817-3335,None
CROSS POINT （クロス ポイント）,2017-10-07,奈良県,0744-35-2648,None
EECOカフェ （いいこカフェ）,2017-10-07,静岡県,053-571-8881,None
仙崎地区交流拠点施設 センザキッチン,2017-10-06,山口県,0837-27-0300,None
友愈×おいも日和カフェ,2017-10-06,長野県,0263-75-8872,None
ELK GARDEN BRUNCH & BAKERY 名古屋瑞穂店,2017-10-05,愛知県,052-893-9113,None
MINATO CAFE & BAKERY,2017-10-04,千葉県,043-307-6825,None
CHEESE KITCHEN RACLER 銀座店,2017-10-03,東京都,03-6263-2971,None
ひつじのショーンカフェ with サンデーブランチ,2017-10-03,東京都,0422-21-3636,None
ALOHA TABLE  心斎橋,2017-10-03,大阪府,06-6224-0906,None
Mano Kitchen Café　＜Meat Station＞,2017-10-03,愛知県,052-485-7018,None
LIBRA SASASHIMA GRAND DIA,2017-10-03,愛知県,052-485-8311,None
garage NAGOYA,2017-10-03,愛知県,,None
BOOK ZAKKA STATIONARY CAFEDINING　豊川堂,2017-10-03,愛知県,,None
The BAKER HOUSE Table ささしまグローバルゲート店,2017-10-02,愛知県,052-485-8378,None
Amelie Cafe グローバルゲート店,2017-10-02,愛知県,052-485-8604,None
Nagoya Kitsch et Bioグローバルゲート店,2017-10-02,愛知県,052-485-7263,None
DRIVE TO GO BY TOYOTA,2017-10-02,愛知県,052-485-8191,None
YUZU Café,2017-10-02,愛知県,052-485-8862,None
Feb’s coffee & scone,2017-10-02,東京都,03-6458-1881,None
Cafe LINQ 益田店,2017-10-01,島根県,0856-32-9822,None
ザ ストリングス 表参道,2017-09-30,東京都,,None
大阪ぱんだ osaka PANDA,2017-09-30,大阪府,,None
アトリエカフェ赤毛のアン,2017-09-30,千葉県,047-320-7287,None
メレンゲ トレッサ横浜店,2017-09-29,神奈川県,,None
Grove Cafe （グローブ・カフェ）,2017-09-29,東京都,03-6412-7705,None
mauka kitchen（マウカキッチン）赤坂インターシティAIR店,2017-09-28,東京都,03-6441-2591,None
JELLY JELLY CAFE横浜店,2017-09-27,神奈川県,045-548-8633,None
Cafe terrace kikinomori （カフェテラス キキノモリ）,2017-09-27,奈良県,0742-20-0120,None
ザ・ジョージアンハウス カフェ,2017-09-27,群馬県,027-327-1111,None
カフェソラーレ Tsumugi トリエ京王調布店,2017-09-26,東京都,042-490-0188,None
すずめ屋カフェ,2017-09-25,宮城県,,None
パンの田島 吉祥寺店,2017-09-25,東京都,0422-21-9415,None
カフェヨシノ 常滑店,2017-09-25,愛知県,0569-43-9095,None
ジェラート ピケ カフェ クレープリー 三井アウトレットパークジャズドリーム長島,2017-09-24,三重県,0594-86-7541,None
Cheese Tavern CASCINA（チーズタバーン・カシーナ）/Grove Café（グローブカフェ）,2017-09-23,東京都,03-6412-7905,None
felicita piccola （ふぇりちた ぴっこら）,2017-09-23,宮崎県,0985-71-3224,None
egg cafe （エッグカフェ）,2017-09-23,福岡県,050-5269-2884,None
WONDER CAFE （ワンダーカフェ）,2017-09-23,東京都,03-6281-0452,None
Cafe202 さくら野弘前店,2017-09-20,青森県,017-752-6480,None
mano café マノ・カフェ,2017-09-19,埼玉県,048-940-7736,None
つづりCafé,2017-09-19,埼玉県,048-972-5043,None
La Quiche イオンモール羽生店,2017-09-19,埼玉県,048-598-8380,None
カフェ ノルン,2017-09-18,北海道,011-556-5609,None
カフェ ジャスミン,2017-09-18,東京都,03-3400-1644,None
サンマルクカフェ イオンモール神戸南店,2017-09-18,兵庫県,078-686-7309,None
国産大豆専門店 FAVEGGIE,2017-09-16,東京都,03-6434-1882,None
オーシャンテラス,2017-09-15,兵庫県,0799-82-1907,None
REISM STAND,2017-09-15,東京都,03-6861-6670,None
Café シャルティエ,2017-09-15,神奈川県,045-325-8081,None
LONCAFE 仙台FORUS店,2017-09-14,宮城県,022-264-5460,None
BUSHWICK BAKERY & GRILL センター北店,2017-09-13,神奈川県,045-900-1441,None
くつろぎのほっこりカフェ  Shinamon cafe,2017-09-13,福岡県,0940-72-6501,None
JELLY JELLY CAFE 水道橋店,2017-09-13,東京都,,None
おむすびcafé ぐぅ エトモ武蔵小山店,2017-09-13,東京都,03-6451-3906,None
ボードゲームカフェ なごみ空間 とけいまわり,2017-09-12,神奈川県,,None
RESTAURANT AELU,2017-09-12,東京都,03-5738-8068,None
＆COFFEE MAISON KAYSER（アンドコーヒー メゾンカイザー）,2017-09-10,東京都,03-6263-2680,None
ベビーフェイスプラネッツ 新潟フレスポ赤道店,2017-09-09,新潟県,025-384-0705,None
ここはな,2017-09-09,奈良県,0742-22-0870,None
Hama House（ハマハウス）,2017-09-08,東京都,03-6661-7084,None
Rascal Bakery by CHARABREAD ラスカルベーカリー,2017-09-08,東京都,0422-27-1874,None
キャッツカフェ 多治見店,2017-09-06,岐阜県,0572-29-5620,None
ALOHA TABLE ペリエ千葉店,2017-09-05,千葉県,043-215-7181,None
JINNAN CAFE,2017-09-05,千葉県,043-202-7550,None
e.a.gran ペリエ千葉店,2017-09-05,千葉県,043-216-2171,None
Café Rin,2017-09-05,千葉県,043-202-2280,None
ベーカリーレストランサンマルク セレオ八王子店,2017-09-05,東京都,042-686-3714,None
カフェコムサ福岡VIORO店,2017-09-02,福岡県,092-752-7333,None
よつば珈琲店,2017-09-02,愛知県,090-1789-1350,None
キャッツカフェ 蒲郡店,2017-09-02,愛知県,0533-68-1625,None
The Flower Table(ザ フラワーテーブル),2017-09-01,愛知県,052-252-1525,None
バレタン1319,2017-09-01,大阪府,090-7752-4768,None
nico cafe,2017-09-01,三重県,059-399-7006,None
DINGO Cafe&Bar,2017-09-01,兵庫県,078-392-5595,None
Rodeoの心 ﾛﾃﾞｵﾉｺｺﾛ,2017-09-01,東京都,03-6806-7130,None
Cafe&Bar nano （カフェ＆バー ナノ）,2017-09-01,群馬県,027-381-6466,None
Cafe＆Bar KOTYAE,2017-09-01,岡山県,086-206-7788,None
ZERO　FOOD＆DRINK STATION,2017-08-31,東京都,03-5246-4473,None
CHAKAS CAFE/＆LOUNGE,2017-08-31,東京都,,None
カフェ マッシュルーム,2017-08-29,長野県,0269-38-1127,None
猿田彦珈琲とティキタカアイスクリームのお店,2017-08-28,東京都,03-6302-0570,None
moonlight,2017-08-28,大阪府,072-807-7157,None
ペリカンカフェ,2017-08-28,東京都,03-6231-7636,None
猫まる茶屋,2017-08-27,沖縄県,098-800-1877,None
FARMER’S DINING CAFE IRODORI,2017-08-26,山形県,0235-33-8746,None
GARDEN HOUSE CAFE,2017-08-26,東京都,03-6551-2677,None
Flap Coffee & Bake Shop （フラップコーヒー&ベイクショップ）,2017-08-25,沖縄県,0980-38-9027,None
FRANCY JEFFERS CAFE,2017-08-25,大阪府,072-927-9067,None
WE ARE THE FARM AZABU （ウィーアーザファーム）,2017-08-25,東京都,03-6447-5510,None
Cafe home,2017-08-25,北海道,080-3294-8637,None
猫カフェ MoCHA 名古屋栄店,2017-08-24,愛知県,052-887-9921,None
キャッツカフェ 港店,2017-08-23,愛知県,052-654-7234,None
サンマルクカフェ いよてつ高島屋店,2017-08-22,愛媛県,089-915-0309,None
松川文庫 (Green Coffee Farm),2017-08-21,秋田県,0800-222-7738,None
Pelican CAFE （ペリカンカフェ）,2017-08-19,東京都,03-6231-7636,None
Kizuna Susukino S4,2017-08-19,北海道,011-215-0147,None
楽天カフェ渋谷　FCバルセロナフロア,2017-08-19,東京都,03-5784-2848,None
Shiny Owl 表参道店,2017-08-19,東京都,03-6851-4368,None
パパヒデヒコ,2017-08-19,北海道,011-556-1222,None
マカマカ （ハワイアンカフェ MakaMaka）,2017-08-19,兵庫県,078-599-8013,None
pinkcafe＆dining dolloom cafe ドールームカフェ,2017-08-17,東京都,03-6712-7079,None
Mu （ムー）,2017-08-17,大阪府,06-6454-9877,None
Music Cafe & Bar カブトピアノ,2017-08-16,東京都,080-3350-5994,None
C Space,2017-08-11,奈良県,0743-62-2220,None
Wednesday cafe&bake,2017-08-11,北海道,0166-85-6283,None
moriwaku cafe （モリワク カフェ）,2017-08-11,愛知県,080-9428-4947,None
アメニテ ギンザ,2017-08-11,東京都,03-6228-6064,None
モリノテラス,2017-08-10,兵庫県,0799-64-7061,None
J.S. PANCAKE CAFE 渋谷店,2017-08-09,東京都,03-3461-2177,None
SORA terrace cafe,2017-08-09,長野県,0269-33-7131,None
Serendipity3 （セレンディピティスリー）,2017-08-09,東京都,03-5413-3668,None
ディノスカフェ札幌白石店,2017-08-09,北海道,011-806-0123,None
cafe&かくれ家 じんぶなー,2017-08-09,沖縄県,090-5489-6098,None
SUNUSU+LOUNGE,2017-08-09,北海道,0166-31-3098,None
Cafe＆Dining FREE,2017-08-09,東京都,03-6801-8368,None
カキノキハウス,2017-08-09,東京都,042-649-7006,None
九重珈琲,2017-08-08,福岡県,092-555-2206,None
カフェヨシノ 小牧店,2017-08-08,愛知県,052-355-8849,None
栞日,2017-08-07,岡山県,086-235-2015,None
タマチャンショップ都城本店,2017-08-06,宮崎県,0120-38-5246,None
Shogo’s Kitchen ショーゴズキッチン,2017-08-04,東京都,03-6276-3012,None
LA BLANC MOON,2017-08-03,北海道,011-378-4433,None
お台所ふらり 春日井店,2017-08-02,愛知県,0568-37-3617,None
Brooklyn Stand dining+cafe（ブルックリンスタンドダイニングプラスカフェ）綱島,2017-08-01,神奈川県,045-717-8109,None
CAFE GITANE,2017-08-01,東京都,03-5734-1306,None
オリーブカフェ津久居店,2017-07-31,三重県,059-253-1288,None
れんまるカフェ,2017-07-30,徳島県,088-660-5723,None
AND THE FRFIET 名古屋店,2017-07-28,愛知県,052-259-6263,None
TREE by NAKED yoyogi park,2017-07-27,東京都,03-5790-5191,None
オーバカナル・名古屋ミッドランドスクエア店,2017-07-27,愛知県,052-562-2251,None
ヨーキーズブランチ 神戸元町店,2017-07-25,兵庫県,078-599-8616,None
SWEET CACTUS 阿佐ヶ谷店,2017-07-24,東京都,03-5913-7535,None
MOLNODA,2017-07-24,愛知県,052-684-4727,None
ブルワリー＆レストラン カールヴァーン,2017-07-24,埼玉県,042-973-7000,None
和ごはんとカフェ chawan ビーンズ阿佐ヶ谷店,2017-07-21,東京都,03-5378-7660,None
