Date,Prefecture,ShopName,Phone
2018-03-01,愛知県,グリルクラブ レストラン ANG,080-1579-8439
2018-03-01,兵庫県,plant&cafe はなみずき,090-3714-0752
2018-03-01,東京都,カフェ&バー ノースタイラー 愛宕グリーンヒルズ店,03-5402-4770
2018-02-28,東京都,chano-ma 池袋 （チャノマ）,03-5928-3327
2018-02-26,静岡県,～おひさまCafe～,053-589-5566
2018-02-25,北海道,TEASIGN Tapioca & Tea Bar（ティーサイン タピオカ & ティー バー）,011-555-8120
2018-02-24,東京都,GLOCAL CAFE IKEBUKURO（グローカルカフェ サンシャインシティ アルパ店）,03-6912-8550
2018-02-24,埼玉県,アロハテーブル ルミネ大宮,048-658-0575
2018-02-22,東京都,JELLY JELLY CAFE 立川店,042-519-3227
2018-02-21,兵庫県,HOTEL KITANO CLUB (ホテル キタノクラブ),
2018-02-17,東京都,CheeseTable（チーズテーブル）池袋店,03-6912-8681
2018-02-17,大阪府,隠れ家Cafe ことのはじまり,090-9862-0510
2018-02-16,京都府,EAT LIVES CAFE BY TWOTONE,080-4703-5062
2018-02-16,神奈川県,COFFEE ＆ NY DELI CAFE NOLITA,044-221-5353
2018-02-16,神奈川県,PRONTO（プロント）アトレ川崎店,044-233-9610
2018-02-16,神奈川県,COFFEE MILK （ コーヒーミルク）,044-246-0200
2018-02-15,北海道,さと舎 satoya,0166-74-7099
2018-02-15,大阪府,H.M.T. CAFE DINING（エイチ エム ティー カフェ ダイニング）,06-4300-3514
2018-02-13,東京都,no name,03-6261-3075
2018-02-13,東京都,B restaurant ＆ wine bar,03-6421-2632
2018-02-12,東京都,SAKAI FOODHALL（サカイ・フードホール）,0422-38-6931
2018-02-11,宮城県,カフェ&マーケットくまと文鳥,022-341-0849
2018-02-10,東京都,にくきゅうカフェ,042-497-6246
2018-02-10,愛知県,Amelie Cafe 名古屋PARCO店,052-265-7255
2018-02-09,千葉県,はなまるダイニングセレクト シャポー船橋店,047-409-8707
2018-02-09,東京都,APRON The DINER （エプロン ザ ダイナー）,070-1542-0694
2018-02-09,大分県,PABLO,097-507-6925
2018-02-08,大分県,和 カフェ＆ダイニング 彦兵衛,0977-21-3336
2018-02-07,福岡県,ANA FESTA 福岡6番ゲート カフェ＆バル糸島　,
2018-02-07,兵庫県,cafe dining はらぺこあおむし,080-3116-7360
2018-02-06,千葉県,CAFÉ&DELI PLATINUM VEGE シャポー船橋店,047-411-4444
2018-02-06,香川県,cafe Cococi,0877-63-7157
2018-02-04,愛知県,パーシモンガーデン 尾張旭店,0561-55-3520
2018-02-02,長崎県,町家カフェつむぎや,090-2325-9334
2018-02-02,東京都,CheeseTable（チーズテーブル）新宿店,03-3226-8730
2018-02-02,東京都,肉＆チーズ アーク 新宿東口駅前店,050-5594-4442
2018-02-01,東京都,ブルガリアンダイニング トロヤン,03-6264-4844
2018-02-01,山形県,ユニテカフェ,023-665-1101
2018-02-01,福島県,cafe217 （カフェニーナ）,
2018-01-31,東京都,SHISEIDO THE TABLES（シセイドウ ザ テーブルズ）,03-3571-1420
2018-01-31,北海道,レストラン マザーズ・カントリー,0164-23-2121
2018-01-31,東京都,CheeseTable（チーズテーブル） 渋谷店,03-6809-0525
2018-01-31,広島県,お好み焼き＆カフェ リリーベル,082-230-8135
2018-01-31,兵庫県,自然食とおやつ工房 Kohanこはん,080-6140-0580
2018-01-28,大阪府,いちごやねこ部 ねこカフェ,072-391-6182
2018-01-26,東京都,The Manhattan FISH MARKET 渋谷店,03-6427-7057
2018-01-25,東京都,KAIJU MUSUME 6,03-3479-9370
2018-01-25,香川県,Cafe INDIGO（カフェ インディゴ ）,0120-456-700
2018-01-24,石川県,MOAcafe 金沢店,076-207-1111
2018-01-22,岩手県,Chiko’s Cafe,050-3395-0935
2018-01-21,東京都,ナミキ（NAMIKI）667,03
2018-01-21,東京都,スイスレストラン セントバーナード,03-5315-5377
2018-01-20,兵庫県,PUBLIC KITCHEN cafe 丹波店,080-9865-4907
2018-01-20,北海道,みんなのカフェ銀座,090-5221-3297
2018-01-19,愛知県,農園レストラン サバーヴィアン,052-848-8991
2018-01-19,東京都,plus secret （プラススクレート）,03-5829-8882
2018-01-18,京都府,カフェジャック,090-7353-9767
2018-01-17,東京都,はらぺこあおむしカフェ,03-3567-3366
2018-01-17,埼玉県,コリラックマカフェin越谷レイクタウン,048-940-2305
2018-01-16,福岡県,蔵味珈琲 イオンモール直方店,0949-28-7276
2018-01-15,沖縄県,珊瑚アヴェニュー,0980-56-1350
2018-01-14,神奈川県,Cafe LiLi’s BAN（カフェリリーズバン）,045-530-4966
2018-01-14,福島県,Vishuria,080-3192-4813
2018-01-13,福岡県,SANTA MONICA 3rd st. MEAT DELI （サンタモニカ サードストリート ミート デリ）,092-717-8275
2018-01-12,東京都,cafe rio mimi,03-6875-2946
2018-01-11,千葉県,和ごはんとカフェ chawan シャポー船橋店,047-411-3031
2018-01-11,長野県,Hill Rd. Café （ヒルロードカフェ）,0267-88-8377
2018-01-11,北海道,El Califas,0166-73-7746
2018-01-11,北海道,パフェ、珈琲、酒、佐々木,011-212-1375
2018-01-10,群馬県,HACHI CAFE,0276-67-6031
2018-01-10,愛知県,cafe STAIRS（カフェステアーズ）,052-797-5569
2018-01-05,兵庫県,お家カフェ来音 （キテネ）,078-735-2668
2018-01-04,大阪府,RISTORANTE con fuoco（リストランテ コン・フォーコ）,06-6373-8830
2018-01-04,香川県,菜園’s Cafe（サイエンス カフェ）,087-899-2155
2017-12-30,大分県,シエル・アジュール,097-533-6109
2017-12-28,大阪府,CAFE BOHEMIA 心斎橋,06-4708-8187
2017-12-27,秋田県,カフェ&キッチン メルシー39/アトリエ・デ・ソレイユ尚生,
2017-12-23,神奈川県,FARM to BURGER （ファームトゥーバーガー）,044-822-3011
2017-12-20,東京都,The Pie Hole Los Angeles 原宿竹下通り店,03-6804-2010
2017-12-20,京都府,nomad cafe&spice,075-777-7318
2017-12-19,神奈川県,WADASHOKUDOU-和田食堂-,
2017-12-18,兵庫県,吹上の森 六甲,078-779-1933
2017-12-17,東京都,PARK 6 powered by bondolfi boncaffē,03-6434-0546
2017-12-17,北海道,Bookcafe irodori,0138-84-1638
2017-12-15,北海道,フラノカフェ,0167-56-7615
2017-12-15,愛知県,Cafe&Bar ルディック,052-715-5220
2017-12-14,大阪府,Cafe&Bar IROHA,090-8650-0168
2017-12-13,東京都,ピーくんカフェ 北千住店,03-5284-8200
2017-12-12,神奈川県,Cafe Bar Lirio,044-299-6451
2017-12-12,神奈川県,LABOrestaurantdeliciousTIME ラボレストラン デリシャスタイム,044-543-9462
2017-12-12,愛媛県,和SPACE つばきの縁,089-909-5671
2017-12-08,大阪府,肉バル×チーズフォンデュ Safari(サファリ),050-5834-5029
2017-12-07,京都府,Cafe POCHER（カフェ ポシェ）,075-634-9892
2017-12-07,東京都,Embassy CAFE & DINING,03-6452-2900
2017-12-06,千葉県,和ごはんとカフェ chawan 舞浜駅前店,047-304-8788
2017-12-06,大阪府,CAMPFIRE（キャンプファイヤー）,06-6131-4849
2017-12-04,東京都,GavySetagaya,03-3439-0611
2017-12-04,大阪府,グッドスプーン 淀屋橋odona店,06-6201-7005
2017-12-03,愛知県,ベーカリー&レストラン 沢村 名古屋,052-589-2477
2017-12-03,三重県,atelier BIBURY （アトリエビブリ）,0598-30-5400
2017-12-02,静岡県,Café ハッピーさかい 三島店,055-939-6021
2017-12-01,東京都,OMUSUBI CAFE,03-6321-0168
2017-12-01,岡山県,NAMIKI CAFE ～LA LIBERTE～ （ナミキ カフェ ラ リベルテ）,086-959-4869
2017-12-01,福岡県,赤坂茶房,092-406-3133
2017-12-01,佐賀県,森のレストラン OTTO,0952-64-2011
2017-11-30,三重県,YELLOW TAIL,
2017-11-30,東京都,CHEESE KITCHEN RACLER新宿（チーズキッチン ラクレ）,050-3184-4090
2017-11-30,埼玉県,こぐま堂,090-6945-1997
2017-11-28,埼玉県,カフェ＆バル SPC DINER,048-600-0099
2017-11-25,東京都,CHEESE KITCHEN RACLER新宿店,050-3184-4090
2017-11-25,大阪府,刀剣乱舞 2.5Dカフェ -大阪-,
2017-11-25,東京都,ちくちくCAFE (Hedgehog home and cafe),03-6450-6673
2017-11-25,東京都,表参道RIVER CAFE,03-6459-2477
2017-11-25,山形県,cafe Amabile（カフェ アマービレ）,
2017-11-24,兵庫県,CUP&CUPS阪急塚口店/namcoキャラポップストア阪急塚口店,06-4961-5780
2017-11-24,愛知県,THE TERRACE KITAMACHI ザ・テラス キタマチ,0565-85-0777
2017-11-24,京都府,万治カフェ,075-551-1111
2017-11-23,愛知県,Green Bakery SALAD&TOAST,052-838-8827
2017-11-23,愛知県,Lappetit,052-838-7015
2017-11-23,愛知県,Cafe&Bar KFCプライムツリー赤池店,052-800-5003
2017-11-23,愛知県,Amelie Café プライムツリー赤池店,052-838-5486
2017-11-22,奈良県,保護猫Cafe Meenya,090-9052-3232
2017-11-22,北海道,Cafe心麦,090-7658-1540
2017-11-22,京都府,温かいパンと飲み物 デトゥール,075-286-3316
2017-11-21,山梨県,サンマルクカフェ イオンモール甲府昭和店,055-225-3092
2017-11-20,愛知県,eiei cafe 名古屋店,080-3750-3644
2017-11-20,東京都,表参道 リバーカフェ,
2017-11-19,愛知県,キッチン 菜,0566-23-0258
2017-11-18,愛知県,ひつじのショーン Farm Cafe,052-800-3832
2017-11-17,東京都,インク バイ キャンバス トウキョウ(ink. by CANVAS TOKYO),03
2017-11-16,東京都,VIVACE trend cafe (ビバーチェ トレンド カフェ),03-6421-3601
2017-11-15,愛知県,cafe Clap （カフェ クラップ）,052-879-6888
2017-11-14,東京都,編み物教室210Knitカフェ,03-3614-7200
2017-11-13,神奈川県,R Baker 海老名店,046-200-7278
2017-11-13,神奈川県,44 APARTMENT 海老名店,046-240-8011
2017-11-11,兵庫県,Cafe＆Bar BoB,078-381-9611
2017-11-11,愛知県,OREGAYAREBA,0587-81-6639
2017-11-11,愛知県,CAFE BAR HONWAKA,0587-22-1375
2017-11-11,大分県,予祝 cafe nico seed,097-507-0765
2017-11-10,東京都,Whims coffee and bar ウィムスコーヒーアンドバー,03-6453-4878
2017-11-10,東京都,築地本願寺カフェ Tsumugi店,03-5565-5581
2017-11-08,東京都,CASICA（カシカ）,03-6457-0826
2017-11-08,兵庫県,マザームーンカフェ 住吉店,078-841-1993
2017-11-07,静岡県,and Kitchen,054-204-2772
2017-11-07,東京都,Dr. Cafe 本店,03-5808-7330
2017-11-07,兵庫県,Cafe Dream,078-997-6311
2017-11-06,香川県,cafe & pub PUPA （プーパ）,0875-89-1250
2017-11-05,東京都,フルッタフルッタ アサイーカフェ 新宿マルイ本館店,03-6380-6056
2017-11-03,滋賀県,カフェ&レストラン ORANGE BALCONY,077-584-2601
2017-11-03,愛知県,カラオケ喫茶stage24,0568-81-9009
2017-11-03,愛知県,Y’s cafe （ワイズカフェ）,0568-76-6664
2017-11-03,岡山県,カフェ明治屋,0869-24-8756
2017-11-03,愛知県,抹茶文庫,0587-51-2110
2017-11-02,大阪府,bills 大阪,06-6456-2500
2017-11-02,神奈川県,せかいの音カフェ ふくろうの森,0463-45-0763
2017-11-02,北海道,和のみ,0166-56-5011
2017-11-01,長野県,Cafe 凡凡舎,0263-87-0654
2017-11-01,福井県,cafe Lily（カフェ リリー）,0776-43-1380
2017-11-01,熊本県,cafe sucre,096-276-6990
2017-11-01,東京都,表参道 リバーカフェ,03-6459-2477
2017-10-31,神奈川県,HOUSE MADE- Yokohama –,045-534-8620
2017-10-31,福岡県,サンマルクカフェ イオンモール福岡店,092-931-7309
2017-10-30,東京都,DEAN & DELUCA カフェパルコヤ上野,
2017-10-30,東京都,廚 otona くろぎ,03-6284-2796
2017-10-29,東京都,みなみの恵み,042-589-0373
2017-10-28,滋賀県,ORANGE BALCONY（オレンジバルコニー）,077-584-2601
2017-10-27,秋田県,PRONTO 秋田オーパ店,018-836-2901
2017-10-27,京都府,嵐山 りらっくま茶房,
2017-10-27,大阪府,The Brics CAFE,070-5432-0267
2017-10-27,神奈川県,カフェラミル・小田原ラスカ店,0465-23-0414
2017-10-26,東京都,アロハキッチン吉祥寺店,0422-27-1543
2017-10-21,東京都,ALEE BEACH 渋谷宇田川町店,03-6712-7942
2017-10-20,山形県,GLAMPiC グランピック,080-6635-2426
2017-10-20,千葉県,＆TREE （アンドツリー）,0438-53-7155
2017-10-19,岡山県,爬虫 れぼ,086-454-6541
2017-10-19,神奈川県,アフタヌーンティー・ラブアンドテーブル ルミネ横浜,045-442-0620
2017-10-19,兵庫県,Haleiwa.cafe,078-791-0300
2017-10-17,東京都,Cafe 4丁目の9階,03-6263-2649
2017-10-15,東京都,eiei cafe,03-5808-7330
2017-10-15,東京都,CAFE MOJAVE,042-550-0766
2017-10-14,東京都,SECRETO （セクレト）,050-1048-1307
2017-10-13,宮城県,仙台GIGSカフェ,022-287-0777
2017-10-12,群馬県,ククイ テラス高崎オーパ店,027-386-6031
2017-10-12,群馬県,スタジオカフェ メイクオーバー 高崎オーパ店,027-388-9642
2017-10-12,東京都,イタリアン・トマト CafeJr. plus 池袋東口店,03-3980-1533
2017-10-12,東京都,イタリアン・トマト CafeJr. plus 原宿店,03-3402-8741
2017-10-11,群馬県,プラリネ・ロゼ 高崎オーパ店,027-386-6065
2017-10-07,北海道,ペンギンベーカリーカフェ 美園店,011-817-3335
2017-10-07,奈良県,CROSS POINT （クロス ポイント）,0744-35-2648
2017-10-07,静岡県,EECOカフェ （いいこカフェ）,053-571-8881
2017-10-06,山口県,仙崎地区交流拠点施設 センザキッチン,0837-27-0300
2017-10-06,長野県,友愈×おいも日和カフェ,0263-75-8872
2017-10-05,愛知県,ELK GARDEN BRUNCH & BAKERY 名古屋瑞穂店,052-893-9113
2017-10-04,千葉県,MINATO CAFE & BAKERY,043-307-6825
2017-10-03,東京都,CHEESE KITCHEN RACLER 銀座店,03-6263-2971
2017-10-03,東京都,ひつじのショーンカフェ with サンデーブランチ,0422-21-3636
2017-10-03,大阪府,ALOHA TABLE  心斎橋,06-6224-0906
2017-10-03,愛知県,Mano Kitchen Café　＜Meat Station＞,052-485-7018
2017-10-03,愛知県,LIBRA SASASHIMA GRAND DIA,052-485-8311
2017-10-03,愛知県,garage NAGOYA,
2017-10-03,愛知県,BOOK ZAKKA STATIONARY CAFEDINING　豊川堂,
2017-10-02,愛知県,The BAKER HOUSE Table ささしまグローバルゲート店,052-485-8378
2017-10-02,愛知県,Amelie Cafe グローバルゲート店,052-485-8604
2017-10-02,愛知県,Nagoya Kitsch et Bioグローバルゲート店,052-485-7263
2017-10-02,愛知県,DRIVE TO GO BY TOYOTA,052-485-8191
2017-10-02,愛知県,YUZU Café,052-485-8862
2017-10-02,東京都,Feb’s coffee & scone,03-6458-1881
2017-10-01,島根県,Cafe LINQ 益田店,0856-32-9822
2017-09-30,東京都,ザ ストリングス 表参道,
2017-09-30,大阪府,大阪ぱんだ osaka PANDA,
2017-09-30,千葉県,アトリエカフェ赤毛のアン,047-320-7287
2017-09-29,神奈川県,メレンゲ トレッサ横浜店,
2017-09-29,東京都,Grove Cafe （グローブ・カフェ）,03-6412-7705
2017-09-28,東京都,mauka kitchen（マウカキッチン）赤坂インターシティAIR店,03-6441-2591
2017-09-27,神奈川県,JELLY JELLY CAFE横浜店,045-548-8633
2017-09-27,奈良県,Cafe terrace kikinomori （カフェテラス キキノモリ）,0742-20-0120
2017-09-27,群馬県,ザ・ジョージアンハウス カフェ,027-327-1111
2017-09-26,東京都,カフェソラーレ Tsumugi トリエ京王調布店,042-490-0188
2017-09-25,宮城県,すずめ屋カフェ,
2017-09-25,東京都,パンの田島 吉祥寺店,0422-21-9415
2017-09-25,愛知県,カフェヨシノ 常滑店,0569-43-9095
2017-09-24,三重県,ジェラート ピケ カフェ クレープリー 三井アウトレットパークジャズドリーム長島,0594-86-7541
2017-09-23,東京都,Cheese Tavern CASCINA（チーズタバーン・カシーナ）/Grove Café（グローブカフェ）,03-6412-7905
2017-09-23,宮崎県,felicita piccola （ふぇりちた ぴっこら）,0985-71-3224
2017-09-23,福岡県,egg cafe （エッグカフェ）,050-5269-2884
2017-09-23,東京都,WONDER CAFE （ワンダーカフェ）,03-6281-0452
2017-09-20,青森県,Cafe202 さくら野弘前店,017-752-6480
2017-09-19,埼玉県,mano café マノ・カフェ,048-940-7736
2017-09-19,埼玉県,つづりCafé,048-972-5043
2017-09-19,埼玉県,La Quiche イオンモール羽生店,048-598-8380
2017-09-18,北海道,カフェ ノルン,011-556-5609
2017-09-18,東京都,カフェ ジャスミン,03-3400-1644
2017-09-18,兵庫県,サンマルクカフェ イオンモール神戸南店,078-686-7309
2017-09-16,東京都,国産大豆専門店 FAVEGGIE,03-6434-1882
2017-09-15,兵庫県,オーシャンテラス,0799-82-1907
2017-09-15,東京都,REISM STAND,03-6861-6670
2017-09-15,神奈川県,Café シャルティエ,045-325-8081
2017-09-14,宮城県,LONCAFE 仙台FORUS店,022-264-5460
2017-09-13,神奈川県,BUSHWICK BAKERY & GRILL センター北店,045-900-1441
2017-09-13,福岡県,くつろぎのほっこりカフェ  Shinamon cafe,0940-72-6501
2017-09-13,東京都,JELLY JELLY CAFE 水道橋店,
2017-09-13,東京都,おむすびcafé ぐぅ エトモ武蔵小山店,03-6451-3906
2017-09-12,神奈川県,ボードゲームカフェ なごみ空間 とけいまわり,
2017-09-12,東京都,RESTAURANT AELU,03-5738-8068
2017-09-10,東京都,＆COFFEE MAISON KAYSER（アンドコーヒー メゾンカイザー）,03-6263-2680
2017-09-09,新潟県,ベビーフェイスプラネッツ 新潟フレスポ赤道店,025-384-0705
2017-09-09,奈良県,ここはな,0742-22-0870
2017-09-08,東京都,Hama House（ハマハウス）,03-6661-7084
2017-09-08,東京都,Rascal Bakery by CHARABREAD ラスカルベーカリー,0422-27-1874
2017-09-06,岐阜県,キャッツカフェ 多治見店,0572-29-5620
2017-09-05,千葉県,ALOHA TABLE ペリエ千葉店,043-215-7181
2017-09-05,千葉県,JINNAN CAFE,043-202-7550
2017-09-05,千葉県,e.a.gran ペリエ千葉店,043-216-2171
2017-09-05,千葉県,Café Rin,043-202-2280
2017-09-05,東京都,ベーカリーレストランサンマルク セレオ八王子店,042-686-3714
2017-09-02,福岡県,カフェコムサ福岡VIORO店,092-752-7333
2017-09-02,愛知県,よつば珈琲店,090-1789-1350
2017-09-02,愛知県,キャッツカフェ 蒲郡店,0533-68-1625
2017-09-01,愛知県,The Flower Table(ザ フラワーテーブル),052-252-1525
2017-09-01,大阪府,バレタン1319,090-7752-4768
2017-09-01,三重県,nico cafe,059-399-7006
2017-09-01,兵庫県,DINGO Cafe&Bar,078-392-5595
2017-09-01,東京都,Rodeoの心 ﾛﾃﾞｵﾉｺｺﾛ,03-6806-7130
2017-09-01,群馬県,Cafe&Bar nano （カフェ＆バー ナノ）,027-381-6466
2017-09-01,岡山県,Cafe＆Bar KOTYAE,086-206-7788
2017-08-31,東京都,ZERO　FOOD＆DRINK STATION,03-5246-4473
2017-08-31,東京都,CHAKAS CAFE/＆LOUNGE,
2017-08-29,長野県,カフェ マッシュルーム,0269-38-1127
2017-08-28,東京都,猿田彦珈琲とティキタカアイスクリームのお店,03-6302-0570
2017-08-28,大阪府,moonlight,072-807-7157
2017-08-28,東京都,ペリカンカフェ,03-6231-7636
2017-08-27,沖縄県,猫まる茶屋,098-800-1877
2017-08-26,山形県,FARMER’S DINING CAFE IRODORI,0235-33-8746
2017-08-26,東京都,GARDEN HOUSE CAFE,03-6551-2677
2017-08-25,沖縄県,Flap Coffee & Bake Shop （フラップコーヒー&ベイクショップ）,0980-38-9027
2017-08-25,大阪府,FRANCY JEFFERS CAFE,072-927-9067
2017-08-25,東京都,WE ARE THE FARM AZABU （ウィーアーザファーム）,03-6447-5510
2017-08-25,北海道,Cafe home,080-3294-8637
2017-08-24,愛知県,猫カフェ MoCHA 名古屋栄店,052-887-9921
2017-08-23,愛知県,キャッツカフェ 港店,052-654-7234
2017-08-22,愛媛県,サンマルクカフェ いよてつ高島屋店,089-915-0309
2017-08-21,秋田県,松川文庫 (Green Coffee Farm),0800-222-7738
2017-08-19,東京都,Pelican CAFE （ペリカンカフェ）,03-6231-7636
2017-08-19,北海道,Kizuna Susukino S4,011-215-0147
2017-08-19,東京都,楽天カフェ渋谷　FCバルセロナフロア,03-5784-2848
2017-08-19,東京都,Shiny Owl 表参道店,03-6851-4368
2017-08-19,北海道,パパヒデヒコ,011-556-1222
2017-08-19,兵庫県,マカマカ （ハワイアンカフェ MakaMaka）,078-599-8013
2017-08-17,東京都,pinkcafe＆dining dolloom cafe ドールームカフェ,03-6712-7079
2017-08-17,大阪府,Mu （ムー）,06-6454-9877
2017-08-16,東京都,Music Cafe & Bar カブトピアノ,080-3350-5994
2017-08-11,奈良県,C Space,0743-62-2220
2017-08-11,北海道,Wednesday cafe&bake,0166-85-6283
2017-08-11,愛知県,moriwaku cafe （モリワク カフェ）,080-9428-4947
2017-08-11,東京都,アメニテ ギンザ,03-6228-6064
2017-08-10,兵庫県,モリノテラス,0799-64-7061
2017-08-09,東京都,J.S. PANCAKE CAFE 渋谷店,03-3461-2177
2017-08-09,長野県,SORA terrace cafe,0269-33-7131
2017-08-09,東京都,Serendipity3 （セレンディピティスリー）,03-5413-3668
2017-08-09,北海道,ディノスカフェ札幌白石店,011-806-0123
2017-08-09,沖縄県,cafe&かくれ家 じんぶなー,090-5489-6098
2017-08-09,北海道,SUNUSU+LOUNGE,0166-31-3098
2017-08-09,東京都,Cafe＆Dining FREE,03-6801-8368
2017-08-09,東京都,カキノキハウス,042-649-7006
2017-08-08,福岡県,九重珈琲,092-555-2206
2017-08-08,愛知県,カフェヨシノ 小牧店,052-355-8849
2017-08-07,岡山県,栞日,086-235-2015
2017-08-06,宮崎県,タマチャンショップ都城本店,0120-38-5246
2017-08-04,東京都,Shogo’s Kitchen ショーゴズキッチン,03-6276-3012
2017-08-03,北海道,LA BLANC MOON,011-378-4433
2017-08-02,愛知県,お台所ふらり 春日井店,0568-37-3617
2017-08-01,神奈川県,Brooklyn Stand dining+cafe（ブルックリンスタンドダイニングプラスカフェ）綱島,045-717-8109
2017-08-01,東京都,CAFE GITANE,03-5734-1306
2017-07-31,三重県,オリーブカフェ津久居店,059-253-1288
2017-07-30,徳島県,れんまるカフェ,088-660-5723
2017-07-28,愛知県,AND THE FRFIET 名古屋店,052-259-6263
2017-07-27,東京都,TREE by NAKED yoyogi park,03-5790-5191
2017-07-27,愛知県,オーバカナル・名古屋ミッドランドスクエア店,052-562-2251
2017-07-25,兵庫県,ヨーキーズブランチ 神戸元町店,078-599-8616
2017-07-24,東京都,SWEET CACTUS 阿佐ヶ谷店,03-5913-7535
2017-07-24,愛知県,MOLNODA,052-684-4727
2017-07-24,埼玉県,ブルワリー＆レストラン カールヴァーン,042-973-7000
2017-07-21,東京都,和ごはんとカフェ chawan ビーンズ阿佐ヶ谷店,03-5378-7660
2017-07-21,新潟県,いいだていかふぇ,025-594-7888
2017-07-21,沖縄県,コーラルブルー,0980-76-3871
2017-07-20,東京都,Far Yeast Tokyo Craft Beer & Bao,03-6874-0373
2017-07-20,大阪府,サンマルクカフェ&バー ユニバーサル・シティウォーク店,06-6463-3095
2017-07-20,東京都,WIRED CHAYA ルミネエスト新宿店,03-3341-7092
2017-07-19,奈良県,ビネガーレストランSEEDCAFE,0742-26-6778
2017-07-18,東京都,cafe＆BistroKitchen Belle anse （ベル アンス）,03-5779-7217
2017-07-17,和歌山県,Kuche キュッヒェ,073-445-3300
2017-07-14,福岡県,THE MARKET F（ザ マーケット エフ）,092-282-2803
2017-07-14,東京都,TED CAFE&BAR TOKYO 2017,03-5708-5237
2017-07-13,埼玉県,トレインレストラン日本食堂,048-662-0811
2017-07-13,東京都,Artisan de la Truffe Paris（アルティザン ドゥ ラ トリュフ パリ）,03-5413-3830
2017-07-13,東京都,Cafe＆MealMUJI 府中ル・シーニュ,042-352-3539
2017-07-12,大阪府,からふね屋CAFEあべのキューズモール店,06-6556-6911
2017-07-12,京都府,CHOPPED POUND （チョップド ポンド）,075-708-2904
2017-07-12,沖縄県,ゆみんとぅき （夢時間）,098-085-8511
2017-07-11,愛知県,モトマチコーヒー＆ブレット 愛知扶桑店,0587-91-0556
2017-07-10,愛知県,アニメイトカフェ名古屋,052-459-3215
2017-07-10,大阪府,菜米炭゛ （サラダ）,06-6136-4585
2017-07-10,奈良県,Cafe かわべのいえ,050-5005-1275
2017-07-07,岐阜県,薬膳カフェ みずとき,058-232-6611
2017-07-06,大阪府,DEAN & DELUCA カフェ クリスタ長堀,06-6282-2062
2017-07-06,静岡県,ベジツリーカフェ 三方原店,053-414-2888
2017-07-06,東京都,ヘンプ カフェ トウキョウ,03-6427-1984
2017-07-06,東京都,Soi J （ソイ ジェイ）,042-649-7744
2017-07-05,山口県,Re:seto,0820-78-0808
2017-07-05,愛知県,Space Cafe Gallery 藍,052-750-3300
2017-07-05,東京都,Green Cafe&Bar （グリーン カフェ＆バー）,03-5888-7338
2017-07-04,東京都,菜花,042-444-0660
2017-07-01,宮城県,綴café,022-393-7888
2017-07-01,千葉県,Café食堂hideaway,043-310-7901
2017-07-01,奈良県,ワンカフェ,0744-29-1300
2017-07-01,福岡県,WELLNESS GC CAFE （ウェルネスジーシーカフェ）,092-718-7388
2017-06-30,福岡県,トミカプラレールカフェ,
2017-06-30,群馬県,CAFE RESTO インテリアリフォームヤマダ前橋日吉店,027-289-5766
2017-06-30,大阪府,COLONY by EQI （コロニー）,06-6224-0061
2017-06-28,新潟県,ごぱん屋カフェ Come&co,025-520-7890
2017-06-27,大阪府,春水堂(チュンスイタン) グランフロント大阪店,06-6131-8520
2017-06-27,北海道,The Premie’re Living Smoke&Grill,011-804-5540
2017-06-26,神奈川県,ベーカリーレストランサンマルク 新百合ヶ丘エルミロード店,044-965-3179
2017-06-26,山口県,BRASSERIE CUORE （ブラッスリークオーレ）,083-242-2112
2017-06-24,千葉県,Cafe de CRIE LIBRE 柏髙島屋ステーションモール店,04-7148-2343
2017-06-24,奈良県,nanairo terrace （ナナイロテラス）,0742-93-7812
2017-06-23,福岡県,TABELTO! by caffé OTTO マリノアシティ福岡店,092-894-4224
2017-06-23,東京都,抹茶カフェ舞妓 表参道店,03-6450-5648
2017-06-23,千葉県,NAKE CAFE 流山店,04-7156-7203
2017-06-23,愛知県,Cafe＆Bar note,0532-55-1168
2017-06-22,兵庫県,Cafe maaru,0799-20-5624
2017-06-22,大阪府,駅前パーラー JO-TERRACE OSAKA店,06-6942-3030
2017-06-21,三重県,水がめ屋カフェ,090-8189-6612
2017-06-20,東京都,Moff animal Cafe イーアス高尾,042-673-7680
2017-06-20,東京都,パン工房アンテンドゥ学芸大学店,03-3714-7751
2017-06-20,大阪府,comodo kitchen （コモドキッチン）,072-647-9061
2017-06-19,東京都,bondolfi boncaffē 日比谷,03-6205-4800
2017-06-19,香川県,クルーズカフェ,0877-64-6711
2017-06-19,宮城県,FOREST KITCHEN with Outdoor Living(フォレストキッチン ウィズ アウトドアリビング),022-794-8232
2017-06-18,北海道,ランチ&カフェ もぐらキッチン,011-839-1547
2017-06-17,香川県,ウクレレカフェ nekolele,087-887-5851
2017-06-16,東京都,カイラ カフェ&テラスダイニング 渋谷店,050-5531-9452
2017-06-16,神奈川県,La Ohana ラ オハナ 横浜本牧店,045-629-1005
2017-06-15,北海道,ベーカリーカフェ ペンギン 山鼻店,011-562-2223
2017-06-15,神奈川県,家庭Dining NAGOMI-和美-,023-456-7890
2017-06-14,静岡県,アフタヌーンティー・ラブアンドテーブル 静岡パルシェ,054-204-5400
2017-06-13,新潟県,cafe サカナノセナカ,025-250-5157
2017-06-12,埼玉県,カフェ クロスヤード,048-851-1111
